phone,screen_size,paresed_price,announced_year,length_mm,width_mm,depth_mm,weight_oz,screen ratio,touchscreen,total_pixels,card_slot,battery_size,bluetooth_m,fast_chaging_power,SAR_EU_head,storage,lens_count,removable_B_Removable,cores_hexa,cores_octa,cores_quad,cores_single,gpu_manufacturer_Broadcom,gpu_manufacturer_Mali,gpu_manufacturer_NO,gpu_manufacturer_PowerVR,gpu_manufacturer_ULP,gpu_manufacturer_Vivante,wlan_ac,wlan_ax,wlan_g,wlan_n,network_g_4g,network_g_5g,network_g_nan
Google Nexus S,4.0,170,2010,123.9,63.0,10.9,4.55,0.583,1,384000.0,0,1500.0,2,0,0.47,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
M190S Galaxy S Hoppin,4.0,140,2010,122.4,64.0,10.9,4.55,0.581,1,384000.0,1,1500.0,3,0,0.58,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I9010 Galaxy S Giorgio Armani,4.0,280,2010,122.5,64.2,9.9,4.34,0.579,1,384000.0,1,1650.0,3,0,0.51,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
A817 Solstice II,3.35,90,2010,109.0,54.1,12.0,3.35,0.542,1,96000.0,1,1000.0,2,0,0.41,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A667 Evergreen,1.92,70,2010,116.0,56.0,15.0,4.52,0.17600000000000002,0,76800.0,1,1000.0,2,0,0.23,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R710 Suede,3.0,70,2011,112.9,55.5,12.7,3.32,0.409,1,96000.0,1,1080.0,2,0,1.02,135.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
U750 Zeal,2.6,100,2010,101.9,51.8,17.1,4.34,0.397,0,76800.0,1,880.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Focus,4.0,90,2010,124.7,64.3,9.9,4.2,0.568,1,384000.0,1,1500.0,2,0,0.5,8192.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
I8700 Omnia 7,4.0,150,2010,122.4,64.2,11.0,4.87,0.58,1,384000.0,0,1500.0,2,0,0.65,16384.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
S5750 Wave575,3.2,120,2010,109.5,55.0,11.9,3.53,0.484,1,96000.0,1,1200.0,3,0,0.7,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
S8530 Wave II,3.7,120,2010,123.9,59.8,11.8,4.76,0.526,1,384000.0,1,1500.0,3,0,0.39,2048.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
M210S Wave2,3.7,80,2010,123.9,59.8,11.8,4.83,0.526,1,384000.0,1,1500.0,3,0,0.55,1740.8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
R580 Profile,2.4,90,2010,117.0,54.0,15.0,3.81,0.282,0,76800.0,1,1140.0,2,0,0.5218382352941175,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R570 Messenger III,2.4,110,2010,116.6,53.5,14.9,3.7,0.28600000000000003,0,76800.0,1,1140.0,2,0,0.56,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M130K Galaxy K,3.7,180,2010,119.5,59.6,12.4,4.62,0.547,1,384000.0,1,1500.0,3,0,0.82,8192.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Mesmerize i500,4.0,100,2010,124.5,64.3,9.9,4.13,0.569,1,384000.0,1,1500.0,3,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
M920 Transform,3.5,120,2010,117.0,61.0,15.0,5.36,0.511,1,153600.0,1,1500.0,3,0,0.5218382352941175,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Galaxy 551,3.2,90,2010,111.0,55.0,15.2,4.13,0.477,1,96000.0,1,1200.0,2,0,0.38,160.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Xcover 271,2.0,110,2010,120.7,53.0,17.9,4.06,0.194,0,76800.0,1,1300.0,2,0,0.67,30.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R900 Craft,3.3,100,2010,114.3,55.9,11.9,3.74,0.485,1,384000.0,1,1500.0,2,0,0.5218382352941175,165.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
S7230E Wave 723,3.2,130,2010,109.5,53.9,11.8,3.99,0.494,1,96000.0,1,1200.0,3,0,0.96,90.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
M130L Galaxy U,3.7,220,2010,119.5,59.6,12.4,4.62,0.547,1,384000.0,1,1500.0,3,0,0.36,8192.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
S5530,2.2,90,2010,105.0,49.5,11.5,3.49,0.28800000000000003,0,76800.0,1,800.0,2,0,0.61,40.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
U360 Gusto,2.0,80,2010,101.0,47.0,14.0,3.28,0.265,0,20480.0,0,1000.0,2,0,0.5218382352941175,64.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Fascinate,4.0,120,2010,125.0,64.0,10.5,4.09,0.569,1,384000.0,1,1500.0,3,0,0.5218382352941175,2048.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Vibrant,4.0,150,2010,122.4,64.5,9.9,4.13,0.5770000000000001,1,384000.0,1,1500.0,3,0,0.5218382352941175,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
C5010 Squash,2.0,80,2010,115.0,46.0,12.8,2.86,0.238,0,20480.0,1,800.0,2,0,0.71,42.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i897 Captivate,4.0,170,2010,122.4,64.2,9.9,4.16,0.58,1,384000.0,1,1500.0,3,0,0.37,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
B7350 Omnia PRO 4,2.62,150,2010,117.7,59.8,11.9,4.3,0.315,1,102400.0,1,1500.0,2,0,0.64,200.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
B6520 Omnia PRO 5,2.4,170,2010,116.5,61.8,11.5,3.92,0.248,0,76800.0,1,1500.0,2,0,0.79,220.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
U320 Haven,2.2,90,2010,100.0,51.0,18.0,3.49,0.299,0,38720.0,0,1000.0,0,0,0.5218382352941175,24.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
U460 Intensity II,2.2,100,2010,124.0,73.0,17.9,4.09,0.166,0,76800.0,1,1000.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
M350 Seek,2.6,130,2010,105.0,53.0,15.0,3.84,0.376,1,76800.0,1,1500.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Epic 4G,4.0,200,2010,124.0,65.0,14.0,5.47,0.565,1,384000.0,1,1500.0,2,0,0.5218382352941175,512.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Acclaim,3.2,170,2010,114.0,59.0,15.0,4.59,0.453,1,153600.0,1,1500.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Intercept,3.2,150,2010,113.0,56.0,15.0,4.9,0.461,1,96000.0,1,1500.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
R360 Messenger Touch,2.6,90,2010,105.0,54.0,15.0,3.81,0.369,1,76800.0,1,1000.0,2,0,0.5218382352941175,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i225 Exec,2.4,120,2010,117.0,60.0,11.0,3.7,0.254,0,76800.0,1,1500.0,2,0,0.5218382352941175,123.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M570 Restore,2.66,110,2010,117.0,53.0,15.0,4.3,0.353,0,76800.0,1,1160.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R351 Freeform,2.2,110,2009,112.0,61.0,13.0,3.63,0.223,0,38720.0,1,1000.0,2,0,0.5218382352941175,55.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
I5500 Galaxy 5,2.8,80,2010,108.0,56.0,12.3,3.6,0.401,1,76800.0,1,1200.0,2,0,0.65,170.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I5801 Galaxy Apollo,3.2,140,2010,113.5,55.0,12.6,3.99,0.467,1,96000.0,1,1500.0,3,0,0.57,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
I5800 Galaxy 3,3.2,140,2010,113.5,55.0,12.9,3.84,0.467,1,96000.0,1,1500.0,3,0,0.57,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
B7722,3.2,150,2010,113.5,55.5,14.3,3.95,0.463,1,96000.0,1,1200.0,2,0,0.69,270.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
A847 Rugby II,2.2,100,2010,102.0,52.0,22.0,3.53,0.28300000000000003,0,76800.0,1,1300.0,2,0,0.51,70.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
W960 AMOLED 3D,3.2,220,2010,113.9,53.9,13.9,4.23,0.475,1,96000.0,1,1150.0,2,0,0.36,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M110S Galaxy S,4.0,220,2010,122.4,64.2,9.9,4.27,0.58,1,384000.0,1,1500.0,3,0,0.63,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Galaxy A,3.7,100,2010,119.5,59.8,12.5,4.52,0.545,1,384000.0,1,1500.0,2,0,0.48,1024.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
I9000 Galaxy S,4.0,120,2010,122.4,64.2,9.9,4.2,0.58,1,384000.0,1,1500.0,3,0,0.24,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
I6500U Galaxy,3.2,310,2010,117.0,59.0,13.3,4.44,0.442,1,153600.0,1,1500.0,2,0,0.36,180.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S3370,2.6,90,2010,99.9,53.0,12.9,3.03,0.395,1,76800.0,1,1000.0,2,0,0.97,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Corby TV F339,2.8,100,2010,103.0,56.5,12.2,3.25,0.417,1,76800.0,1,960.0,2,0,0.5218382352941175,79.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
W9705,2.4,70,2010,100.5,52.0,22.9,4.76,0.341,0,76800.0,1,1000.0,2,0,0.72,83.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
A687 Strive,2.6,100,2010,105.9,58.9,14.6,3.99,0.336,1,76800.0,1,1000.0,2,0,0.71,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S8500 Wave,3.3,160,2010,118.0,56.0,10.9,4.16,0.469,1,384000.0,1,1500.0,3,0,0.99,390.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
I8520 Galaxy Beam,3.7,260,2010,123.0,59.8,14.9,5.5,0.53,1,384000.0,1,1800.0,3,0,0.62,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
S5620 Monte,3.0,100,2010,108.8,53.7,12.4,3.25,0.438,1,96000.0,1,1000.0,2,0,1.02,200.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S5550 Shark 2,2.2,130,2010,101.8,48.7,14.8,3.49,0.302,0,76800.0,1,960.0,2,0,0.6,110.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S5350 Shark,2.2,80,2010,115.2,46.7,11.9,3.49,0.279,0,76800.0,1,900.0,2,0,0.85,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M5650 Lindy,2.8,120,2009,106.0,57.0,12.0,3.46,0.402,1,76800.0,1,960.0,2,0,0.75,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
C3730C,2.2,80,2012,104.0,49.5,14.9,3.49,0.29100000000000004,0,76800.0,1,960.0,0,0,0.19,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
C5130,2.0,100,2009,97.5,47.0,16.5,3.53,0.275,0,38720.0,1,1000.0,2,0,0.69,30.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A897 Mythic,3.3,120,2009,114.0,52.0,12.7,3.81,0.506,1,230400.0,1,1150.0,2,0,0.68,189.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S5500 Eco,2.2,150,2009,94.8,46.0,14.8,3.35,0.344,0,76800.0,1,960.0,2,0,0.75,15.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A797 Flight,2.8,110,2009,105.9,55.9,12.7,4.8,0.41,1,76800.0,1,1000.0,2,0,0.39,190.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A886 Forever,3.0,120,2009,109.2,52.3,12.6,3.32,0.449,1,96000.0,1,1000.0,2,0,0.5218382352941175,72.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S5630C,2.8,150,2009,113.6,54.5,12.8,3.6,0.392,1,76800.0,1,960.0,2,0,0.43,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
I5700 Galaxy Spica,3.2,160,2009,115.0,57.0,13.2,4.37,0.465,1,153600.0,1,1500.0,2,0,0.59,180.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
B7620 Giorgio Armani,3.5,280,2009,118.5,58.3,16.4,5.78,0.505,1,384000.0,1,1500.0,2,0,0.27,8192.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
T939 Behold 2,3.2,90,2009,116.8,55.9,12.2,4.2,0.467,1,153600.0,1,1500.0,2,0,0.59,200.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
W880 AMOLED 12M,3.3,200,2009,115.8,56.9,16.3,5.11,0.47,1,384000.0,1,1080.0,2,0,0.58,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Vodafone 360 H1,3.5,130,2009,115.9,58.0,12.9,4.73,0.519,1,384000.0,1,1500.0,2,0,0.41,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Vodafone 360 M1,3.2,130,2009,112.0,55.4,13.4,3.92,0.47,1,96000.0,1,1500.0,2,0,0.65,1024.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
B5310 CorbyPRO,2.8,100,2009,105.0,56.8,15.7,4.76,0.407,1,76800.0,1,960.0,2,0,0.63,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
F480i,2.8,100,2009,98.4,55.0,11.6,3.74,0.449,1,76800.0,1,1000.0,2,0,0.94,160.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
B7330 OmniaPRO,2.62,120,2009,114.9,59.0,10.8,3.92,0.327,0,102400.0,1,1500.0,2,0,0.81,270.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S5510,2.1,110,2009,93.8,46.6,16.7,3.1,0.312,0,76800.0,1,800.0,2,0,0.83,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S7550 Blue Earth,3.0,110,2009,108.0,53.6,14.2,4.2,0.443,1,96000.0,1,1080.0,2,0,0.68,130.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
U450 DoubleTake,2.1,50,2009,108.0,53.0,17.0,3.53,0.242,0,38720.0,1,960.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
i220 Code,2.4,70,2010,117.0,58.0,14.0,3.7,0.263,0,76800.0,1,1440.0,2,0,0.5218382352941175,94.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R860 Caliber,2.6,80,2010,116.0,57.0,12.0,3.74,0.29100000000000004,1,96000.0,1,1080.0,2,0,0.5218382352941175,124.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R520 Trill,2.2,100,2009,101.0,50.0,14.0,3.42,0.302,0,38720.0,1,880.0,2,0,0.5218382352941175,1024.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M900 Moment,3.2,120,2009,117.0,59.0,16.0,5.68,0.442,1,153600.0,1,1440.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
i350 Intrepid,2.55,40,2009,124.0,62.0,13.0,3.21,0.262,1,76800.0,1,1480.0,2,0,0.5218382352941175,512.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
M850 Instinct HD,2.6,140,2009,118.0,58.0,13.0,4.02,0.294,1,153600.0,1,1440.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
U960 Rogue,3.1,90,2009,109.0,55.0,17.0,4.94,0.456,1,384000.0,1,960.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A887 Solstice,3.0,60,2009,109.0,53.0,12.7,3.32,0.443,1,96000.0,1,1000.0,2,0,0.5218382352941175,189.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T469 Gravity 2,2.4,70,2009,114.3,52.0,15.0,4.41,0.3,0,76800.0,1,1000.0,2,0,0.13,40.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T559 Comeback,2.9,70,2009,109.2,55.9,17.8,4.59,0.4270000000000001,0,76800.0,1,960.0,2,0,0.91,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T746 Impact,3.0,80,2009,108.0,54.0,13.7,3.7,0.439,1,96000.0,1,1200.0,2,0,0.5218382352941175,60.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S5600v Blade,2.8,200,2009,102.8,54.8,12.9,3.25,0.431,1,76800.0,1,1000.0,2,0,0.8,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S6700,2.4,120,2009,108.0,49.8,12.7,3.7,0.332,0,76800.0,1,880.0,2,0,0.5,120.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C5510,2.2,90,2009,99.8,47.5,15.3,3.49,0.316,0,76800.0,1,960.0,2,0,0.72,20.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
W850,3.5,150,2009,115.2,58.3,13.1,4.23,0.519,1,384000.0,1,1200.0,2,0,0.5218382352941175,440.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S8000 Jet,3.1,120,2009,108.8,53.5,11.9,3.88,0.47,1,384000.0,1,1100.0,2,0,0.52,8192.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
I8000 Omnia II,3.7,200,2009,118.0,59.6,12.3,4.34,0.5539999999999999,1,384000.0,1,1500.0,2,0,0.17,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
B7610 OmniaPRO,3.5,150,2009,112.6,57.8,16.2,5.61,0.536,1,384000.0,1,1500.0,2,0,0.41,2048.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
B7320 OmniaPRO,2.4,110,2009,111.8,59.6,12.6,3.88,0.268,0,76800.0,1,1480.0,2,0,0.64,100.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
B7300 OmniaLITE,3.0,150,2009,107.0,51.8,12.9,3.63,0.462,1,96000.0,1,1500.0,2,0,0.79,250.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
M8910 Pixon12,3.1,240,2009,108.0,53.0,13.8,4.23,0.478,1,384000.0,1,1000.0,2,0,0.27,150.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
i637 Jack,2.4,120,2009,117.0,61.0,12.7,3.6,0.25,0,76800.0,1,1480.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
I7500 Galaxy,3.2,140,2009,115.9,56.0,11.9,4.09,0.47,1,153600.0,1,1500.0,2,0,0.61,8192.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A877 Impression,3.2,110,2009,114.0,58.0,15.0,5.29,0.441,1,96000.0,1,1000.0,2,0,0.5218382352941175,190.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Propel Pro,2.55,80,2009,99.0,60.0,15.0,4.83,0.353,0,102400.0,1,1000.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S5600 Preston,2.8,90,2009,102.8,54.8,12.9,3.39,0.431,1,76800.0,1,1000.0,2,0,0.96,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i8910 Omnia HD,3.7,150,2009,123.0,58.0,12.9,5.22,0.529,1,230400.0,1,1500.0,2,0,0.43,16384.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
S8300 UltraTOUCH,2.8,140,2009,110.0,51.5,12.7,3.7,0.394,1,96000.0,1,880.0,2,0,0.55,80.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M7600 Beat DJ,2.8,150,2009,112.0,51.0,13.9,3.49,0.391,1,96000.0,1,960.0,2,0,0.73,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S7220 Ultra b,2.2,90,2009,114.0,46.3,11.8,3.17,0.284,0,76800.0,1,960.0,2,0,1.08,110.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C5220,2.0,60,2009,99.0,49.5,18.2,3.53,0.257,0,38720.0,1,960.0,0,0,1.26,35.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
T929 Memoir,3.0,110,2009,105.9,53.6,14.0,4.41,0.451,1,96000.0,1,1000.0,2,0,0.5218382352941175,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C6625,2.6,140,2008,113.3,63.0,11.9,3.84,0.293,0,76800.0,1,1300.0,2,0,0.66,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A867 Eternity,3.2,70,2008,109.0,56.0,13.0,3.88,0.477,1,96000.0,1,1330.0,2,0,0.82,200.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A777,2.3,70,2008,102.0,48.0,14.0,3.39,0.34,0,38720.0,1,880.0,2,0,0.5218382352941175,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C6620,2.6,90,2008,113.3,63.0,11.9,3.81,0.293,0,76800.0,1,1300.0,2,0,0.43,20.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i907 Epix,2.5,90,2008,116.0,61.0,13.0,4.41,0.285,1,102400.0,1,1800.0,2,0,0.5218382352941175,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
A767 Propel,2.2,60,2008,98.0,59.0,15.0,3.77,0.263,0,38720.0,1,1000.0,2,0,0.39,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i7110,2.6,170,2008,118.0,52.0,12.9,4.41,0.341,0,76800.0,1,1200.0,2,0,0.82,78.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
M8800 Pixon,3.2,140,2008,107.9,54.6,13.8,4.27,0.495,1,96000.0,1,1000.0,2,0,0.73,200.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M7500 Emporio Armani,2.2,130,2008,114.9,47.4,12.0,3.21,0.275,0,76800.0,1,960.0,2,0,0.78,120.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A637,1.9,80,2008,86.0,43.0,20.0,3.25,0.309,0,25344.0,1,800.0,2,0,0.5218382352941175,50.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A837 Rugby,2.0,130,2008,100.0,52.0,23.0,4.66,0.242,0,38720.0,1,1000.0,2,0,0.5218382352941175,128.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
B2700,1.9,150,2008,115.0,52.0,18.0,4.02,0.19,0,38720.0,1,1300.0,2,0,1.0,26.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i8510 INNOV8,2.8,200,2008,106.5,53.9,17.2,4.8,0.423,0,76800.0,1,1200.0,2,0,0.41,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
S7330,2.2,90,2008,104.8,49.4,13.9,3.88,0.29,0,76800.0,1,880.0,2,0,0.52,35.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L700,2.1,120,2008,109.0,46.0,12.8,3.77,0.277,0,38720.0,1,960.0,2,0,0.72,40.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
i900 Omnia,3.2,160,2008,112.0,56.9,12.5,4.3,0.457,1,96000.0,1,1440.0,2,0,0.67,16384.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
L870,2.4,130,2008,103.5,50.5,13.5,4.23,0.341,0,76800.0,1,1000.0,2,0,0.36,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
U900 Soul,2.2,120,2008,105.9,49.5,12.9,3.95,0.28600000000000003,0,76800.0,1,880.0,2,0,0.69,128.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
L810v Steel,2.2,130,2008,104.2,48.9,14.2,3.84,0.294,0,76800.0,1,880.0,2,0,0.79,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
F480,2.8,140,2008,98.4,55.0,11.6,3.56,0.449,1,76800.0,1,1000.0,2,0,0.9,232.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
G810,2.6,110,2008,103.0,52.9,17.9,4.9,0.384,0,76800.0,1,1200.0,2,0,0.2,130.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
A827 Access,2.3,70,2008,114.0,58.0,12.0,3.46,0.248,0,76800.0,1,1300.0,2,0,0.5218382352941175,100.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
