Unnamed: 0,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,3.5mm jack,WLAN,Bluetooth,GPS,USB,Sensors,Unnamed: 29,SAR EU,Price,Features,NFC,Protection,Triple,Charging,SAR,5G,Quad,Dual,Performance,Display,Camera,Audio quality,GPRS,EDGE,Infrared port,removable_B,tech_gsm,tech_hspa,tech_lte,tech_cdma,tech_evdo,tech_5g,tech_umts,tech_cdma2000,screen_size,paresed_price,high_speed|0,high_speed|1,low_speed|0,low_speed|1
Galaxy Appeal I827,"2012, May. Released 2012, June",Discontinued,112 x 57.7 x 14.2 mm (4.41 x 2.27 x 0.56 in),114.2 g (4.02 oz),,Mini-SIM,Capacitive touchscreen,"3.2 inches, 30.5 cm2 (~47.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1300 mAh battery,0.22 W/kg (head),About 120 EUR,,,,,,0.42 W/kg (head) 0.83 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.2,120,,,,
Galaxy Proclaim S720C,"2012, May. Released 2012, September",Discontinued,114.3 x 59.7 x 11.4 mm (4.5 x 2.35 x 0.45 in),114.9 g (4.02 oz),,Mini-SIM,"TFT touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~53.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,"microSD, up to 32 GB (dedicated slot)",1 GB,3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot",Yes,Yes,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,,About 80 EUR,,,,,,0.62 W/kg (head) 1.17 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.5,80,,,,
Omnia M S7530,"2012, May. Released 2012, July",Discontinued,121.6 x 64.1 x 10.5 mm (4.79 x 2.52 x 0.41 in),119 g (4.20 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7.5 Mango,,1.0 GHz,,No,"4/8 GB, 384 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP","Yes, with A-GPS, Bing map",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.40 W/kg (head),About 100 EUR,LED flash,,,,,0.50 W/kg (head) 0.94 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,100,,,,
Focus 2 I667,"2012, May. Released 2012, May",Discontinued,121.7 x 62.7 x 11 mm (4.79 x 2.47 x 0.43 in),122 g (4.30 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7.5 Mango,Qualcomm MSM8255T Snapdragon S2,1.4 GHz Scorpion,Adreno 205,No,8 GB,VGA,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1750 mAh battery,,About 110 EUR,LED flash,,,,,0.68 W/kg (head) 0.99 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.0,110,,,,
Galaxy S III T999,"2012, June. Released 2012, June",Discontinued,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),133 g (4.69 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 64 GB (dedicated slot)","16/32 GB, 2 GB RAM","1.9 MP, f/2.6",720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2100 mAh battery,0.20 W/kg (head),About 310 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,0.43 W/kg (head) 1.26 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.8,310,,,,
Galaxy S III I747,"2012, June. Released 2012, July",Discontinued,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),134 g (4.73 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.1 (Jelly Bean); TouchWiz UI",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM","1.9 MP, f/2.6",720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2100 mAh battery,0.20 W/kg (head),About 300 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,0.74 W/kg (head) 0.82 W/kg (body),,,,,Contrast ratio: Infinite (nominal),,Noise -82.3dB / Crosstalk -78.4dB,,,,Removable,1,1,1,0,0,0,0,0,4.8,300,,,,
Galaxy S III CDMA,"2012, June. Released 2012, July",Discontinued,137.2 x 71.1 x 7.6 mm (5.40 x 2.80 x 0.30 in),133.2 g (4.69 oz),,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.1 (Jelly Bean), upgradаble to 4.3 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,"microSD, up to 64 GB (dedicated slot)","16/32 GB, 2 GB RAM","1.9 MP, f/2.6",720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2100 mAh battery,0.88 W/kg (head),About 280 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,0.48 W/kg (head) 1.29 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,4.8,280,,,,
I9300 Galaxy S III,"2012, May. Released 2012, May",Discontinued,136.6 x 70.6 x 8.6 mm (5.38 x 2.78 x 0.34 in),133 g (4.69 oz),Plastic body,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)","Android 4.0.4 (Ice Cream Sandwich), 4.3 (Jelly Bean); TouchWiz UI",Exynos 4412 Quad (32 nm),Quad-core 1.4 GHz Cortex-A9,Mali-400MP4,"microSD, up to 64 GB (dedicated slot)","16/32/64 GB, 1 GB RAM","1.9 MP, f/2.6",720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, aptX","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2100 mAh battery,0.21 W/kg (head),About 190 EUR,LED flash,Yes,Corning Gorilla Glass 2,,,0.55 W/kg (head) 1.49 W/kg (body),,,,,Contrast ratio: Infinite (nominal) / 3.419:1 (sunlight),Photo / Video,Noise -90.3dB / Crosstalk -92.6dB,,,,Removable,1,1,0,0,0,0,0,0,4.8,190,,,,
U380 Brightside,"2012, February. Released 2012, March",Discontinued,111 x 60 x 14 mm (4.37 x 2.36 x 0.55 in),122 g (4.30 oz),,Mini-SIM,"TFT touchscreen, 256K colors","3.1 inches, 29.8 cm2 (~44.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~129 ppi density)",,,,,"microSD, up to 32 GB (dedicated slot)","256 MB, 128 MB RAM",3.15 MP,Yes,Yes,No,"2.1, A2DP, EDR","Yes, with A-GPS",microUSB 2.0,"Accelerometer, compass",Removable Li-Po 1000 mAh battery,,About 100 EUR,,,,,,0.75 W/kg (head) 0.75 W/kg (body),,,,,,,,,,,Removable,0,0,0,1,1,0,0,0,3.1,100,,,,
Galaxy Pocket plus S5301,2012. Released 2012,Discontinued,104.9 x 57.9 x 12 mm (4.13 x 2.28 x 0.47 in),97.2 g (3.42 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 4.0 (Ice Cream Sandwich); TouchWiz UX UI,,850 MHz,,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",2 MP,320p@30fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,0.70 W/kg (head) 0.28 W/kg (body),About 90 EUR,Panorama,,,,,1.12 W/kg (head) 0.82 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,2.8,90,,,,
Galaxy Pocket S5300,"2012, February. Released 2012, April",Discontinued,103.7 x 57.5 x 12 mm (4.08 x 2.26 x 0.47 in),97 g (3.42 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread); TouchWiz UI,,832 MHz ARM 11,,"microSD, up to 32 GB (dedicated slot)",3 GB,2 MP,320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1200 mAh battery,0.79 W/kg (head),About 80 EUR,,,,,,0.86 W/kg (head) 0.38 W/kg (body),,,,,Contrast ratio: 753:1 (nominal) / 1.180:1 (sunlight),,Noise -87.6dB / Crosstalk -85.6dB,,,,Removable,1,1,0,0,0,0,0,0,2.8,80,,,,
I8530 Galaxy Beam,"2012, February. Released 2012, July",Discontinued,124 x 64.2 x 12.5 mm (4.88 x 2.53 x 0.49 in),145.3 g (5.11 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3.6 (Gingerbread), upgradable to 4.1 (Jelly Bean); TouchWiz UI 4",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,"microSD, up to 32 GB (dedicated slot)","8 GB, 768 MB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2000 mAh battery,0.28 W/kg (head),About 240 EUR,LED flash,,,,,0.36 W/kg (head) 0.78 W/kg (body),,,,,Contrast ratio: 1048 (nominal) / 1.315:1 (sunlight),Photo / Video,Noise -88.6dB / Crosstalk -89.1dB,,,,Removable,1,1,0,0,0,0,0,0,4.0,240,,,,
Rugby Smart I847,"2012, February. Released 2012, March",Discontinued,122.4 x 65.9 x 12.2 mm (4.82 x 2.59 x 0.48 in),119 g (4.20 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","3.7 inches, 39.0 cm2 (~48.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm Snapdragon,1.4 GHz Scorpion,Adreno 205,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 b/g, hotspot",Yes,"Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,0.89 W/kg (head),About 170 EUR,LED flash,,,,,1.51 W/kg (head) 0.94 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.7,170,,,,
W999,"2011, December. Released 2012, Q1",Discontinued,111 x 59 x 17.8 mm (4.37 x 2.32 x 0.70 in),206 g (7.27 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","3.5 inches, 34.9 cm2 (~53.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM8660 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)",16 GB,1.3 MP,,Yes,"Wi-Fi 802.11 b/g/n , hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.14 W/kg (head),About 220 EUR,LED flash,,,,,0.67 W/kg (head) 0.69 W/kg (body),,,,,,,,,,,Removable,1,0,0,1,1,0,0,0,3.5,220,,,,
Galaxy Ace II X S7560M,"2012, Q2. Released 2012, November",Discontinued,121.5 x 63.1 x 10.5 mm (4.78 x 2.48 x 0.41 in),122 g (4.30 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),,1.0 GHz,,"microSD, up to 32 GB (dedicated slot)","4 GB, 768 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.54 W/kg (head),About 150 EUR,LED flash,,,,,0.46 W/kg (head) 1.13 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.0,150,,,,
Galaxy Ace 2 I8160,"2012, February. Released 2012, May",Discontinued,118.3 x 62.2 x 10.5 mm (4.66 x 2.45 x 0.41 in),122 g (4.30 oz),,Mini-SIM,"PLS TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~55.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean); TouchWiz UI 4",NovaThor U8500,Dual-core 800 MHz,Mali-400,"microSD, up to 32 GB (dedicated slot)","4 GB, 768 MB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,0.50 W/kg (head),About 130 EUR,LED flash,Optional,,,,0.52 W/kg (head) 0.76 W/kg (body),,,,,Contrast ratio: 843 (nominal) / 1.566:1 (sunlight),Photo / Video,Noise -88.7dB / Crosstalk -88.9dB,,,,Removable,1,1,0,0,0,0,0,0,3.8,130,,,,
Galaxy mini 2 S6500,"2012, February. Released 2012, March",Discontinued,109.4 x 58.6 x 11.6 mm (4.31 x 2.31 x 0.46 in),105.3 g (3.70 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.27 inches, 31.8 cm2 (~49.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~176 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm MSM7227A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,480p@25fps,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1300 mAh battery,0.92 W/kg (head) 0.62 W/kg (body),About 90 EUR,,Optional,,,,,,,,,Contrast ratio: 1.114:1 (sunlight),Photo,Noise -85.9dB / Crosstalk -80.5dB,,,,Removable,1,1,0,0,0,0,0,0,3.27,90,,,,
Galaxy Ace Duos I589,"2012, February. Released 2012, February",Discontinued,112.4 x 59.9 x 12.5 mm (4.43 x 2.36 x 0.49 in),125 g (4.41 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.2 (Froyo),Qualcomm MSM7627,800 MHz,,"microSD, up to 32 GB (dedicated slot)",,3.15 MP,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,0.23 W/kg (head),About 130 EUR,,,,,,0.43 W/kg (head) 0.73 W/kg (body),,,,,,,,,,,Removable,1,0,0,1,1,0,0,0,3.5,130,,,,
Galaxy Pop Plus S5570i,"2012, February. Released 2012, February",Discontinued,110.4 x 60.6 x 12.1 mm (4.35 x 2.39 x 0.48 in),106.6 g (3.74 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.14 inches, 30.5 cm2 (~45.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~127 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)",Qualcomm MSM7227 Snapdragon S1,832 MHz ARMv6,Adreno 200,"microSD, up to 32 GB (dedicated slot), 2 GB included","160 MB, 384 MB RAM",3.15 MP,320p@15fps,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1200 mAh battery,0.83 W/kg (head),About 100 EUR,,,,,,0.72 W/kg (head) 0.74 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.14,100,,,,
Galaxy Tab 2 7.0 P3100,"2012, February. Released 2012, April",Discontinued,193.7 x 122.4 x 10.5 mm (7.63 x 4.82 x 0.41 in),345 g (12.17 oz),,Mini-SIM,"PLS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~58.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 4.0.3 (Ice Cream Sandwich), upgradable to 4.2.2 (Jelly Bean); TouchWiz UX UI",TI OMAP 4430,Dual-core 1.0 GHz,PowerVR SGX540,"microSD, up to 32 GB (dedicated slot)","8/16/32 GB, 1 GB RAM",VGA,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS","2.0, USB Host","Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,0.71 W/kg (head),About 150 EUR,,,,,,,,,,,,,,,,,Non-removable,1,1,0,0,0,0,0,0,7.0,150,,,,
I9070 Galaxy S Advance,"2012, January. Released 2012, April",Discontinued,123.2 x 63 x 9.7 mm (4.85 x 2.48 x 0.38 in),120 g (4.23 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 2.3.6 (Gingerbread), upgradable to 4.1.2 (Jelly Bean); TouchWiz UI 4",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,"microSD, up to 32 GB (dedicated slot)","8/16 GB, 768 MB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP, aptX","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1500 mAh battery,0.54 W/kg (head),About 150 EUR,LED flash,Optional,,,,0.37 W/kg (head) 0.98 W/kg (body),,,,,Contrast ratio: Infinite (nominal),Photo / Video,Noise -88.6dB / Crosstalk -88.0dB,,,,Removable,1,1,0,0,0,0,0,0,4.0,150,,,,
Galaxy Nexus I9250M,"2012, January. Released 2012, January",Discontinued,135.5 x 67.9 x 8.9 mm (5.33 x 2.67 x 0.35 in),135 g (4.76 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~64.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.2 GHz Cortex-A9,PowerVR SGX540,No,"16, 1 GB RAM",1.3 MP,720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 1750 mAh battery,0.35 W/kg (head),About 240 EUR,LED flash,Yes,Oleophobic coating,,,0.40 W/kg (head) 0.74 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,4.65,240,,,,
Galaxy Attain 4G,"2012, January. Released 2012, February",Discontinued,113.1 x 60.5 x 11.7 mm (4.45 x 2.38 x 0.46 in),119.1 g (4.20 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~53.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,"microSD, up to 32 GB (dedicated slot)",512 MB RAM,1.3 MP,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,1.35 W/kg (head),About 100 EUR,,,,,,0.78 W/kg (head) 0.91 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,3.5,100,,,,
Galaxy S Blaze 4G T769,"2012, January. Released 2012, March",Discontinued,121.9 x 63 x 11.2 mm (4.80 x 2.48 x 0.44 in),127.6 g (4.48 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","3.97 inches, 44.9 cm2 (~58.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~235 ppi density)",Android 2.3.6 (Gingerbread),Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot), 4 GB included","3 GB internal, 1 GB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1750 mAh battery,,About 140 EUR,LED flash,Yes,,,,0.69 W/kg (head),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,3.97,140,,,,
Galaxy Nexus LTE L700,"2012, January. Released 2012, April",Discontinued,134.6 x 68.6 x 9.4 mm (5.30 x 2.70 x 0.37 in),144.5 g (5.08 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~64.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.2 GHz,,No,"32 GB, 1 GB RAM",1.3 MP,720p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 1850 mAh battery,,About 270 EUR,LED flash,Yes,Scratch-resistant glass,,,1.04 W/kg (head) 1.41 W/kg (body),,,,,,,,,,,Removable,0,0,1,1,1,0,0,0,4.65,270,,,,
Exhilarate i577,"2012, January. Released 2012, June",Discontinued,122 x 63 x 12 mm (4.80 x 2.48 x 0.47 in),130 g (4.59 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3.6 (Gingerbread),,Dual-core 1.2 GHz,,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM",1.3 MP,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1750 mAh battery,,About 240 EUR,,,,,,0.96 W/kg (head) 0.94 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.0,240,,,,
Galaxy S II Skyrocket HD I757,"2012, January",Discontinued,-,-,,Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 2.3.5 (Gingerbread),,Dual-core 1.5 GHz,,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",2 MP,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, aptX","Yes, with A-GPS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion battery,0.30 W/kg (head),About 430 EUR,LED flash,Yes,Corning Gorilla Glass,,,0.43 W/kg (head) 0.77 W/kg (body),,,,,,,,,,,Removable,1,1,1,0,0,0,0,0,4.65,430,,,,
Galaxy Note T879,"2012, March. Released 2012, August",Discontinued,146.8 x 83.1 x 9.7 mm (5.78 x 3.27 x 0.38 in),180 g (6.35 oz),,Mini-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.3 inches, 81.4 cm2 (~66.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~285 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm APQ8060 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSD, up to 32 GB (dedicated slot)","16 GB, 1 GB RAM",2 MP,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS, GLONASS","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer",Removable Li-Ion 2500 mAh battery,0.17 W/kg (head),About 350 EUR,LED flash,Yes,,,,0.19 W/kg (head) 1.13 W/kg (body),,,,,,,,,,,Removable,1,1,0,0,0,0,0,0,5.3,350,,,,
